Transaction Key;Transaction ID;Customer ID;Location;Payment Method;Category;Item;Quantity;Unit Price;Unit_Cost;Discount_Rate;Total_Recalc;Gross_Profit_After_Discount;Gross_Margin_%;Customer Age;Tenure (Years);Price_vs_Cost_Flag;Pre_Discount_Total;Discount_Zero_Flag;Total Spent;Date;Future_Date_Flag;Pre_Recalc;Gross_Profit;Year;Month;Week;Membership Level;Region;Province/State;Log_Total_Recalc;Month_Year;;
TXN_279795_20240718;TXN_279795;CUST_0376;In-store;Cash;Food;Canned Beans;8;11,83;7,53;0,000;94,64;34,40;0,36;20;6,5;OK;94,64;No Discount;94,64;18/7/24;OK;94,64;34,40;2024;07;29;Standard;Northeast;MD;1,98;Jul-2024;;
TXN_326050_20250827;TXN_326050;CUST_0232;In-store;Credit Card;Food;Cereal Box;22;7,51;5,73;0,042;158,28;32,22;0,20;43;2,1;OK;165,22;Discounted;158,28;27/8/25;OK;165,22;39,16;2025;08;35;Gold;Eastern Canada;QC;2,20;Aug-2025;;
TXN_977440_20240917;TXN_977440;CUST_0119;Online;Credit Card;Food;Pasta Pack;21;10,58;7,37;0,038;213,74;58,97;0,28;43;3,9;OK;222,18;Discounted;213,74;17/9/24;OK;222,18;67,41;2024;09;38;Standard;Northeast;MA;2,33;Sep-2024;;
TXN_526331_20250622;TXN_526331;CUST_0244;Online;Credit Card;Food;Pasta Pack;17;10,58;6,64;0,046;171,59;58,71;0,34;40;4,9;OK;179,86;Discounted;171,59;22/6/25;OK;179,86;66,98;2025;06;26;Standard;South;GA;2,23;Jun-2025;;
TXN_828703_20250913;TXN_828703;CUST_0695;In-store;Cash;Food;Cooking Oil Bottle;4;3,88;2,68;0,000;15,52;4,80;0,31;38;7,4;OK;15,52;No Discount;15,52;13/9/25;OK;15,52;4,80;2025;09;37;Standard;West;OR;1,19;Sep-2025;;
TXN_631502_20241114;TXN_631502;CUST_0265;In-store;Cash;Food;Rice Bag;4;11,77;7,18;0,000;47,08;18,36;0,39;28;9,0;OK;47,08;No Discount;47,08;14/11/24;OK;47,08;18,36;2024;11;46;Gold;West;CA;1,67;Nov-2024;;
TXN_255877_20230610;TXN_255877;CUST_0927;Online;Credit Card;Food;Rice Bag;21;11,77;7,56;0,033;239,01;80,25;0,34;45;9,1;OK;247,17;Discounted;239,01;10/6/23;OK;247,17;88,41;2023;06;23;Standard;South;FL;2,38;Jun-2023;;
TXN_213663_20231117;TXN_213663;CUST_0376;In-store;Cash;Food;Cooking Oil Bottle;10;3,88;3,21;0,000;38,80;6,70;0,17;20;6,5;OK;38,80;No Discount;38,80;17/11/23;OK;38,80;6,70;2023;11;46;Standard;Northeast;MD;1,59;Nov-2023;;
TXN_111896_20241117;TXN_111896;CUST_0469;In-store;Cash;Food;Cooking Oil Bottle;8;3,88;2,78;0,000;31,04;8,80;0,28;39;0,5;OK;31,04;No Discount;31,04;17/11/24;OK;31,04;8,80;2024;11;47;Standard;West;CA;1,49;Nov-2024;;
TXN_706661_20250425;TXN_706661;CUST_0099;In-store;Credit Card;Food;Cereal Box;23;7,51;5,05;0,038;166,17;50,02;0,30;52;6,0;OK;172,73;Discounted;166,17;25/4/25;OK;172,73;56,58;2025;04;17;Platinum;South;TX;2,22;Apr-2025;;
TXN_448757_20230611;TXN_448757;CUST_0605;In-store;Cash;Food;Canned Beans;22;11,83;7,35;0,045;248,55;86,85;0,35;38;9,4;OK;260,26;Discounted;248,55;11/6/23;OK;260,26;98,56;2023;06;24;Standard;South;TX;2,40;Jun-2023;;
TXN_259800_20241217;TXN_259800;CUST_0658;In-store;Cash;Food;Rice Bag;9;11,77;9,43;0,044;101,27;16,40;0,16;21;8,8;OK;105,93;Discounted;101,27;17/12/24;OK;105,93;21,06;2024;12;51;Standard;Eastern Canada;ON;2,01;Dec-2024;;
TXN_615084_20240809;TXN_615084;CUST_0948;Online;Credit Card;Food;Rice Bag;58;11,77;9,89;0,102;613,03;39,41;0,06;53;3,0;OK;682,66;Discounted;613,03;9/8/24;OK;682,66;109,04;2024;08;32;Gold;South;TX;2,79;Aug-2024;;
TXN_526732_20240819;TXN_526732;CUST_0158;In-store;Credit Card;Food;Cooking Oil Bottle;12;3,88;2,35;0,000;46,56;18,36;0,39;59;0,8;OK;46,56;No Discount;46,56;19/8/24;OK;46,56;18,36;2024;08;34;Gold;West;CA;1,67;Aug-2024;;
TXN_927095_20250902;TXN_927095;CUST_0077;In-store;Credit Card;Food;Cooking Oil Bottle;31;3,88;3,49;0,045;114,87;6,68;0,06;35;8,1;OK;120,28;Discounted;114,87;2/9/25;OK;120,28;12,09;2025;09;36;Standard;West;CA;2,06;Sep-2025;;
TXN_637353_20250703;TXN_637353;CUST_0395;Online;Credit Card;Food;Rice Bag;17;11,77;8,85;0,035;193,09;42,64;0,22;47;2,5;OK;200,09;Discounted;193,09;3/7/25;OK;200,09;49,64;2025;07;27;Gold;West;CA;2,29;Jul-2025;;
TXN_194192_20240118;TXN_194192;CUST_0281;In-store;Cash;Food;Rice Bag;14;11,77;10,03;0,050;156,54;16,12;0,10;49;3,1;OK;164,78;Discounted;156,54;18/1/24;OK;164,78;24,36;2024;01;3;Gold;West;CA;2,19;Jan-2024;;
TXN_816393_20240616;TXN_816393;CUST_0666;Online;Credit Card;Food;Cereal Box;3;7,51;5,18;0,000;22,53;6,99;0,31;58;7,6;OK;22,53;No Discount;22,53;16/6/24;OK;22,53;6,99;2024;06;25;Standard;South;FL;1,35;Jun-2024;;
TXN_188257_20241202;TXN_188257;CUST_0212;Online;Credit Card;Food;Rice Bag;6;11,77;9,23;0,000;70,62;15,24;0,22;67;6,8;OK;70,62;No Discount;70,62;2/12/24;OK;70,62;15,24;2024;12;49;Standard;South;TX;1,85;Dec-2024;;
TXN_511855_20231117;TXN_511855;CUST_0729;In-store;Cash;Food;Cooking Oil Bottle;15;3,88;3,47;0,000;58,20;6,15;0,11;64;2,4;OK;58,20;No Discount;58,20;17/11/23;OK;58,20;6,15;2023;11;46;Standard;Midwest;IL;1,76;Nov-2023;;
TXN_475497_20240104;TXN_475497;CUST_0650;In-store;Cash;Food;Pasta Pack;26;10,58;9,29;0,040;264,08;22,54;0,09;54;1,2;OK;275,08;Discounted;264,08;4/1/24;OK;275,08;33,54;2024;01;1;Standard;West;WA;2,42;Jan-2024;;
TXN_299926_20240521;TXN_299926;CUST_0629;Online;Credit Card;Food;Pasta Pack;6;10,58;6,22;0,000;63,48;26,16;0,41;24;4,7;OK;63,48;No Discount;63,48;21/5/24;OK;63,48;26,16;2024;05;21;Gold;Eastern Canada;ON;1,80;May-2024;;
TXN_642425_20231020;TXN_642425;CUST_0589;Online;Credit Card;Food;Pasta Pack;4;10,58;8,41;0,000;42,32;8,68;0,21;56;9,5;OK;42,32;No Discount;42,32;20/10/23;OK;42,32;8,68;2023;10;42;Standard;West;WA;1,63;Oct-2023;;
TXN_549085_20250617;TXN_549085;CUST_0672;In-store;Credit Card;Food;Cereal Box;7;7,51;4,51;0,000;52,57;21,00;0,40;40;0,5;OK;52,57;No Discount;52,57;17/6/25;OK;52,57;21,00;2025;06;25;Standard;Northeast;NY;1,72;Jun-2025;;
TXN_534310_20230718;TXN_534310;CUST_0355;In-store;Credit Card;Food;Pasta Pack;5;10,58;9,40;0,000;52,90;5,90;0,11;34;1,8;OK;52,90;No Discount;52,90;18/7/23;OK;52,90;5,90;2023;07;29;Platinum;Northeast;NY;1,72;Jul-2023;;
TXN_603055_20230819;TXN_603055;CUST_0566;In-store;Cash;Food;Canned Beans;7;11,83;9,66;0,000;82,81;15,19;0,18;47;8,9;OK;82,81;No Discount;82,81;19/8/23;OK;82,81;15,19;2023;08;33;Platinum;South;TX;1,92;Aug-2023;;
TXN_868829_20230717;TXN_868829;CUST_0281;In-store;Credit Card;Food;Canned Beans;65;11,83;9,77;0,071;714,35;79,30;0,11;49;3,1;OK;768,95;Discounted;714,35;17/7/23;OK;768,95;133,90;2023;07;29;Gold;West;CA;2,85;Jul-2023;;
TXN_569761_20230610;TXN_569761;CUST_0472;In-store;Cash;Food;Cereal Box;16;7,51;6,57;0,050;114,15;9,03;0,08;30;2,2;OK;120,16;Discounted;114,15;10/6/23;OK;120,16;15,04;2023;06;23;Standard;Northeast;MA;2,06;Jun-2023;;
TXN_637563_20240603;TXN_637563;CUST_0669;Online;Credit Card;Food;Pasta Pack;52;10,58;8,39;0,116;486,34;50,06;0,10;43;7,4;OK;550,16;Discounted;486,34;3/6/24;OK;550,16;113,88;2024;06;23;Platinum;South;TN;2,69;Jun-2024;;
TXN_523321_20250306;TXN_523321;CUST_0675;Online;Digital Wallet;Food;Cooking Oil Bottle;15;3,88;2,43;0,000;58,20;21,75;0,37;45;2,3;OK;58,20;No Discount;58,20;6/3/25;OK;58,20;21,75;2025;03;10;Gold;South;FL;1,76;Mar-2025;;
TXN_108269_20230525;TXN_108269;CUST_0564;In-store;Digital Wallet;Food;Cereal Box;7;7,51;5,74;0,000;52,57;12,39;0,24;35;9,1;OK;52,57;No Discount;52,57;25/5/23;OK;52,57;12,39;2023;05;21;Standard;West;CA;1,72;May-2023;;
TXN_257383_20230518;TXN_257383;CUST_0116;Online;Credit Card;Food;Rice Bag;8;11,77;8,41;0,000;94,16;26,88;0,29;54;1,6;OK;94,16;No Discount;94,16;18/5/23;OK;94,16;26,88;2023;05;20;Gold;South;NC;1,97;May-2023;;
TXN_817216_20241028;TXN_817216;CUST_0497;In-store;Credit Card;Food;Cereal Box;7;7,51;5,95;0,000;52,57;10,92;0,21;67;8,0;OK;52,57;No Discount;52,57;28/10/24;OK;52,57;10,92;2024;10;44;Gold;Midwest;MI;1,72;Oct-2024;;
TXN_879003_20231128;TXN_879003;CUST_0636;In-store;Cash;Food;Canned Beans;17;11,83;7,16;0,042;192,66;70,94;0,37;48;0,3;OK;201,11;Discounted;192,66;28/11/23;OK;201,11;79,39;2023;11;48;Gold;South;TX;2,28;Nov-2023;;
TXN_942316_20240307;TXN_942316;CUST_0213;In-store;Credit Card;Food;Cooking Oil Bottle;7;3,88;2,79;0,000;27,16;7,63;0,28;20;4,0;OK;27,16;No Discount;27,16;7/3/24;OK;27,16;7,63;2024;03;10;Standard;Eastern Canada;QC;1,43;Mar-2024;;
TXN_632274_20250816;TXN_632274;CUST_0908;Online;Credit Card;Food;Pasta Pack;17;10,58;6,47;0,034;173,74;63,75;0,37;57;6,2;OK;179,86;Discounted;173,74;16/8/25;OK;179,86;69,87;2025;08;33;Standard;Northeast;MD;2,24;Aug-2025;;
TXN_236173_20250706;TXN_236173;CUST_0176;Online;Credit Card;Food;Canned Beans;18;11,83;9,35;0,053;201,65;33,35;0,17;64;1,8;OK;212,94;Discounted;201,65;6/7/25;OK;212,94;44,64;2025;07;28;Gold;South;FL;2,30;Jul-2025;;
TXN_105701_20240722;TXN_105701;CUST_0263;In-store;Credit Card;Food;Pasta Pack;24;10,58;8,68;0,042;243,26;34,94;0,14;48;4,1;OK;253,92;Discounted;243,26;22/7/24;OK;253,92;45,60;2024;07;30;Gold;South;TX;2,39;Jul-2024;;
TXN_167508_20230513;TXN_167508;CUST_0711;Online;Credit Card;Food;Pasta Pack;15;10,58;6,04;0,053;150,29;59,69;0,40;35;7,5;OK;158,70;Discounted;150,29;13/5/23;OK;158,70;68,10;2023;05;19;Gold;South;TX;2,18;May-2023;;
TXN_114738_20240717;TXN_114738;CUST_0085;Online;Digital Wallet;Food;Cereal Box;15;7,51;6,64;0,036;108,59;8,99;0,08;27;9,0;OK;112,65;Discounted;108,59;17/7/24;OK;112,65;13,05;2024;07;29;Standard;Midwest;IL;2,04;Jul-2024;;
TXN_248059_20251010;TXN_248059;CUST_0565;In-store;Credit Card;Food;Cereal Box;6;7,51;5,40;0,000;45,06;12,66;0,28;55;8,2;OK;45,06;No Discount;45,06;10/10/25;OK;45,06;12,66;2025;10;41;Standard;South;TX;1,65;Oct-2025;;
TXN_504119_20241002;TXN_504119;CUST_0337;In-store;Credit Card;Food;Canned Beans;5;11,83;10,09;0,000;59,15;8,70;0,15;44;7,3;OK;59,15;No Discount;59,15;2/10/24;OK;59,15;8,70;2024;10;40;Gold;Northeast;PA;1,77;Oct-2024;;
TXN_649282_20250620;TXN_649282;CUST_0751;Online;Credit Card;Food;Pasta Pack;4;10,58;6,37;0,000;42,32;16,84;0,40;67;3,4;OK;42,32;No Discount;42,32;20/6/25;OK;42,32;16,84;2025;06;25;Gold;South;NC;1,63;Jun-2025;;
TXN_452752_20240403;TXN_452752;CUST_0580;In-store;Credit Card;Food;Cereal Box;14;7,51;4,34;0,042;100,72;39,96;0,40;22;6,5;OK;105,14;Discounted;100,72;3/4/24;OK;105,14;44,38;2024;04;14;Gold;South;TX;2,00;Apr-2024;;
TXN_529830_20230519;TXN_529830;CUST_0173;Online;Credit Card;Food;Canned Beans;18;11,83;10,41;0,048;202,72;15,34;0,08;50;3,9;OK;212,94;Discounted;202,72;19/5/23;OK;212,94;25,56;2023;05;20;Standard;West;AZ;2,31;May-2023;;
TXN_549480_20251027;TXN_549480;CUST_0625;Online;Credit Card;Food;Pasta Pack;14;10,58;9,49;0,034;143,08;10,22;0,07;51;7,0;OK;148,12;Discounted;143,08;27/10/25;OK;148,12;15,26;2025;10;44;Gold;Northeast;PA;2,155578931;Oct-2025;;
TXN_568480_20250411;TXN_568480;CUST_0801;Online;Credit Card;Food;Rice Bag;36;11,77;6,83;0,050;402,53;156,65;0,39;51;0,8;OK;423,72;Discounted;402,53;11/4/25;OK;423,72;177,84;2025;04;15;Standard;West;CA;2,60;Apr-2025;;
TXN_293266_20240110;TXN_293266;CUST_0968;In-store;Cash;Food;Rice Bag;28;11,77;8,53;0,034;318,35;79,51;0,25;45;3,0;OK;329,56;Discounted;318,35;10/1/24;OK;329,56;90,72;2024;01;2;Gold;West;CA;2,50;Jan-2024;;
TXN_192211_20230704;TXN_192211;CUST_0697;In-store;Cash;Food;Canned Beans;6;11,83;9,30;0,000;70,98;15,18;0,21;30;8,5;OK;70,98;No Discount;70,98;4/7/23;OK;70,98;15,18;2023;07;27;Gold;Northeast;NY;1,85;Jul-2023;;
TXN_940133_20230606;TXN_940133;CUST_0274;In-store;Cash;Food;Rice Bag;11;11,77;7,51;0,046;123,51;40,90;0,33;63;7,5;OK;129,47;Discounted;123,51;6/6/23;OK;129,47;46,86;2023;06;23;Gold;West;AZ;2,09;Jun-2023;;
TXN_404873_20230723;TXN_404873;CUST_0656;Online;Credit Card;Food;Cooking Oil Bottle;7;3,88;2,58;0,000;27,16;9,10;0,34;21;7,4;OK;27,16;No Discount;27,16;23/7/23;OK;27,16;9,10;2023;07;30;Standard;South;TX;1,43;Jul-2023;;
TXN_695483_20240511;TXN_695483;CUST_0607;Online;Credit Card;Food;Canned Beans;15;11,83;8,28;0,040;170,35;46,15;0,27;53;8,9;OK;177,45;Discounted;170,35;11/5/24;OK;177,45;53,25;2024;05;19;Standard;West;CA;2,23;May-2024;;
TXN_434844_20230803;TXN_434844;CUST_0560;In-store;Credit Card;Food;Canned Beans;49;11,83;6,22;0,087;529,24;224,46;0,42;40;0,1;OK;579,67;Discounted;529,24;3/8/23;OK;579,67;274,89;2023;08;31;Gold;South;NC;2,72;Aug-2023;;
TXN_751557_20250825;TXN_751557;CUST_0809;In-store;Digital Wallet;Food;Pasta Pack;17;10,58;7,76;0,037;173,21;41,29;0,24;33;9,2;OK;179,86;Discounted;173,21;25/8/25;OK;179,86;47,94;2025;08;35;Standard;South;OK;2,24;Aug-2025;;
TXN_331643_20230626;TXN_331643;CUST_0081;In-store;Digital Wallet;Food;Cooking Oil Bottle;13;3,88;2,54;0,000;50,44;17,42;0,35;31;6,4;OK;50,44;No Discount;50,44;26/6/23;OK;50,44;17,42;2023;06;26;Standard;West;OR;1,70;Jun-2023;;
TXN_884153_20250416;TXN_884153;CUST_0831;In-store;Credit Card;Food;Canned Beans;7;11,83;9,36;0,000;82,81;17,29;0,21;64;2,4;OK;82,81;No Discount;82,81;16/4/25;OK;82,81;17,29;2025;04;16;Standard;South;TX;1,92;Apr-2025;;
TXN_649746_20250401;TXN_649746;CUST_0669;In-store;Credit Card;Food;Cereal Box;19;7,51;4,46;0,056;134,70;49,96;0,37;43;7,4;OK;142,69;Discounted;134,70;1/4/25;OK;142,69;57,95;2025;04;14;Platinum;South;TN;2,13;Apr-2025;;
TXN_777090_20230617;TXN_777090;CUST_0233;In-store;Credit Card;Food;Canned Beans;3;11,83;9,62;0,000;35,49;6,63;0,19;24;7,4;OK;35,49;No Discount;35,49;17/6/23;OK;35,49;6,63;2023;06;24;Platinum;West;CO;1,55;Jun-2023;;
TXN_203569_20230703;TXN_203569;CUST_0273;In-store;Cash;Food;Cooking Oil Bottle;13;3,88;2,07;0,000;50,44;23,53;0,47;47;4,3;OK;50,44;No Discount;50,44;3/7/23;OK;50,44;23,53;2023;07;27;Standard;Western Canada;BC;1,70;Jul-2023;;
TXN_662650_20230517;TXN_662650;CUST_0538;In-store;Credit Card;Food;Canned Beans;8;11,83;7,35;0,000;94,64;35,84;0,38;67;1,1;OK;94,64;No Discount;94,64;17/5/23;OK;94,64;35,84;2023;05;20;Standard;Northeast;DC;1,98;May-2023;;
TXN_103640_20240710;TXN_103640;CUST_0970;Online;Credit Card;Food;Rice Bag;12;11,77;8,49;0,045;134,88;33,00;0,24;65;1,7;OK;141,24;Discounted;134,88;10/7/24;OK;141,24;39,36;2024;07;28;Standard;South;TN;2,13;Jul-2024;;
TXN_423066_20240405;TXN_423066;CUST_0591;Online;Credit Card;Food;Cooking Oil Bottle;71;3,88;2,17;0,044;263,36;109,29;0,41;48;0,4;OK;275,48;Discounted;263,36;5/4/24;OK;275,48;121,41;2024;04;14;Standard;South;GA;2,42;Apr-2024;;
TXN_291025_20250719;TXN_291025;CUST_0671;In-store;Credit Card;Food;Cereal Box;61;7,51;4,42;0,034;442,53;172,91;0,39;30;8,8;OK;458,11;Discounted;442,53;19/7/25;OK;458,11;188,49;2025;07;29;Gold;West;CA;2,65;Jul-2025;;
TXN_119465_20250720;TXN_119465;CUST_0424;Online;Credit Card;Food;Cooking Oil Bottle;14;3,88;2,19;0,000;54,32;23,66;0,44;48;0,5;OK;54,32;No Discount;54,32;20/7/25;OK;54,32;23,66;2025;07;30;Standard;Northeast;MD;1,73;Jul-2025;;
TXN_978638_20250305;TXN_978638;CUST_0561;In-store;Digital Wallet;Food;Canned Beans;11;11,83;10,02;0,030;126,23;16,01;0,13;27;5,1;OK;130,13;Discounted;126,23;5/3/25;OK;130,13;19,91;2025;03;10;Standard;South;TX;2,10;Mar-2025;;
TXN_509743_20250803;TXN_509743;CUST_0904;Online;Credit Card;Food;Cereal Box;9;7,51;5,03;0,000;67,59;22,32;0,33;58;1,8;OK;67,59;No Discount;67,59;3/8/25;OK;67,59;22,32;2025;08;32;Gold;West;CA;1,83;Aug-2025;;
TXN_658407_20250707;TXN_658407;CUST_0689;In-store;Credit Card;Food;Cereal Box;7;7,51;5,91;0,000;52,57;11,20;0,21;26;4,3;OK;52,57;No Discount;52,57;7/7/25;OK;52,57;11,20;2025;07;28;Standard;Northeast;PA;1,72;Jul-2025;;
TXN_293851_20230616;TXN_293851;CUST_0192;In-store;Credit Card;Food;Cereal Box;21;7,51;5,52;0,043;150,93;35,01;0,23;46;4,1;OK;157,71;Discounted;150,93;16/6/23;OK;157,71;41,79;2023;06;24;Standard;South;TX;2,18;Jun-2023;;
TXN_523850_20240819;TXN_523850;CUST_0173;In-store;Credit Card;Food;Rice Bag;7;11,77;8,77;0,000;82,39;21,00;0,25;50;3,9;OK;82,39;No Discount;82,39;19/8/24;OK;82,39;21,00;2024;08;34;Standard;West;AZ;1,92;Aug-2024;;
TXN_959846_20240815;TXN_959846;CUST_0680;In-store;Cash;Food;Cooking Oil Bottle;17;3,88;3,39;0,000;65,96;8,33;0,13;36;9,6;OK;65,96;No Discount;65,96;15/8/24;OK;65,96;8,33;2024;08;33;Standard;West;WA;1,82;Aug-2024;;
TXN_537836_20250525;TXN_537836;CUST_0125;In-store;Cash;Food;Canned Beans;19;11,83;7,51;0,032;217,58;74,89;0,34;38;8,4;OK;224,77;Discounted;217,58;25/5/25;OK;224,77;82,08;2025;05;22;Standard;Northeast;NY;2,34;May-2025;;
TXN_485845_20250919;TXN_485845;CUST_0258;In-store;Cash;Food;Rice Bag;11;11,77;7,15;0,028;125,84;47,19;0,38;24;1,7;OK;129,47;Discounted;125,84;19/9/25;OK;129,47;50,82;2025;09;38;Standard;Eastern Canada;QC;2,10;Sep-2025;;
TXN_702155_20250911;TXN_702155;CUST_0693;In-store;Cash;Food;Cereal Box;9;7,51;5,06;0,000;67,59;22,05;0,33;23;9,4;OK;67,59;No Discount;67,59;11/9/25;OK;67,59;22,05;2025;09;37;Standard;West;CA;1,83;Sep-2025;;
TXN_643279_20241216;TXN_643279;CUST_0719;In-store;Credit Card;Food;Canned Beans;16;11,83;8,02;0,031;183,41;55,09;0,30;29;9,0;OK;189,28;Discounted;183,41;16/12/24;OK;189,28;60,96;2024;12;51;Standard;South;TX;2,26;Dec-2024;;
TXN_104334_20230909;TXN_104334;CUST_0055;In-store;Cash;Food;Pasta Pack;38;10,58;9,11;0,030;389,98;43,80;0,11;40;6,3;OK;402,04;Discounted;389,98;9/9/23;OK;402,04;55,86;2023;09;36;Standard;South;TX;2,59;Sep-2023;;
TXN_969066_20250721;TXN_969066;CUST_0152;Online;Credit Card;Food;Canned Beans;15;11,83;9,98;0,044;169,64;19,94;0,12;59;9,9;OK;177,45;Discounted;169,64;21/7/25;OK;177,45;27,75;2025;07;30;Standard;South;TX;2,23;Jul-2025;;
TXN_653268_20240120;TXN_653268;CUST_0668;In-store;Cash;Food;Pasta Pack;8;10,58;7,06;0,000;84,64;28,16;0,33;62;9,5;OK;84,64;No Discount;84,64;20/1/24;OK;84,64;28,16;2024;01;3;Standard;South;TX;1,93;Jan-2024;;
TXN_165092_20241212;TXN_165092;CUST_0774;In-store;Cash;Food;Pasta Pack;4;10,58;8,60;0,000;42,32;7,92;0,19;65;2,6;OK;42,32;No Discount;42,32;12/12/24;OK;42,32;7,92;2024;12;50;Platinum;South;TN;1,63;Dec-2024;;
TXN_956220_20240112;TXN_956220;CUST_0424;In-store;Cash;Food;Cereal Box;18;7,51;5,22;0,050;128,42;34,46;0,27;48;0,5;OK;135,18;Discounted;128,42;12/1/24;OK;135,18;41,22;2024;01;2;Standard;Northeast;MD;2,11;Jan-2024;;
TXN_839670_20230814;TXN_839670;CUST_0963;In-store;Cash;Food;Pasta Pack;8;10,58;8,92;0,000;84,64;13,28;0,16;30;6,1;OK;84,64;No Discount;84,64;14/8/23;OK;84,64;13,28;2023;08;33;Gold;Northeast;NY;1,93;Aug-2023;;
TXN_529092_20230507;TXN_529092;CUST_0464;In-store;Credit Card;Food;Rice Bag;4;11,77;6,62;0,000;47,08;20,60;0,44;41;6,0;OK;47,08;No Discount;47,08;7/5/23;OK;47,08;20,60;2023;05;19;Standard;Eastern Canada;QC;1,67;May-2023;;
TXN_213273_20250902;TXN_213273;CUST_0759;Online;Credit Card;Food;Cereal Box;9;7,51;6,65;0,000;67,59;7,74;0,11;46;7,1;OK;67,59;No Discount;67,59;2/9/25;OK;67,59;7,74;2025;09;36;Gold;South;NC;1,83;Sep-2025;;
TXN_183412_20230421;TXN_183412;CUST_0631;Online;Credit Card;Food;Pasta Pack;23;10,58;6,36;0,046;232,15;85,87;0,37;42;1,8;OK;243,34;Discounted;232,15;21/4/23;OK;243,34;97,06;2023;04;16;Platinum;Western Canada;SK;2,37;Apr-2023;;
TXN_100225_20251025;TXN_100225;CUST_0194;Online;Digital Wallet;Food;Cooking Oil Bottle;2;3,88;2,40;0,000;7,76;2,96;0,38;68;1,8;OK;7,76;No Discount;7,76;25/10/25;OK;7,76;2,96;2025;10;43;Standard;South;TN;0,89;Oct-2025;;
TXN_414657_20250928;TXN_414657;CUST_0266;In-store;Cash;Food;Rice Bag;20;11,77;5,89;0,043;225,28;107,48;0,48;67;2,0;OK;235,40;Discounted;225,28;28/9/25;OK;235,40;117,60;2025;09;40;Standard;West;OR;2,35;Sep-2025;;
TXN_211632_20240719;TXN_211632;CUST_0253;In-store;Credit Card;Food;Cooking Oil Bottle;15;3,88;2,45;0,000;58,20;21,45;0,37;29;2,9;OK;58,20;No Discount;58,20;19/7/24;OK;58,20;21,45;2024;07;29;Standard;South;GA;1,76;Jul-2024;;
TXN_780972_20240724;TXN_780972;CUST_0003;Online;Credit Card;Food;Canned Beans;10;11,83;9,59;0,044;113,09;17,19;0,15;50;6,6;OK;118,30;Discounted;113,09;24/7/24;OK;118,30;22,40;2024;07;30;Standard;South;TX;2,05;Jul-2024;;
TXN_613974_20230719;TXN_613974;CUST_0248;Online;Credit Card;Food;Rice Bag;40;11,77;8,68;0,032;455,73;108,53;0,24;59;6,0;OK;470,80;Discounted;455,73;19/7/23;OK;470,80;123,60;2023;07;29;Standard;Northeast;NY;2,66;Jul-2023;;
TXN_312671_20251019;TXN_312671;CUST_0651;In-store;Digital Wallet;Food;Cooking Oil Bottle;12;3,88;3,40;0,000;46,56;5,76;0,12;40;3,1;OK;46,56;No Discount;46,56;19/10/25;OK;46,56;5,76;2025;10;43;Standard;South;TX;1,67;Oct-2025;;
TXN_539540_20230514;TXN_539540;CUST_0623;Online;Credit Card;Food;Cooking Oil Bottle;19;3,88;3,23;0,000;73,72;12,35;0,17;39;6,4;OK;73,72;No Discount;73,72;14/5/23;OK;73,72;12,35;2023;05;20;Standard;Northeast;MA;1,87;May-2023;;
TXN_135792_20230519;TXN_135792;CUST_0665;Online;Credit Card;Food;Cereal Box;7;7,51;4,13;0,000;52,57;23,66;0,45;65;3,7;OK;52,57;No Discount;52,57;19/5/23;OK;52,57;23,66;2023;05;20;Gold;Midwest;IL;1,72;May-2023;;
TXN_589263_20250206;TXN_589263;CUST_0834;Online;Credit Card;Food;Canned Beans;8;11,83;9,99;0,000;94,64;14,72;0,16;59;7,7;OK;94,64;No Discount;94,64;6/2/25;OK;94,64;14,72;2025;02;6;Gold;Northeast;DC;1,98;Feb-2025;;
TXN_959373_20250714;TXN_959373;CUST_0137;Online;Credit Card;Food;Rice Bag;19;11,77;8,23;0,054;211,55;55,18;0,26;23;0,4;OK;223,63;Discounted;211,55;14/7/25;OK;223,63;67,26;2025;07;29;Platinum;Midwest;MI;2,33;Jul-2025;;
TXN_577913_20240623;TXN_577913;CUST_0701;Online;Credit Card;Food;Rice Bag;15;11,77;8,31;0,052;167,37;42,72;0,26;30;6,7;OK;176,55;Discounted;167,37;23/6/24;OK;176,55;51,90;2024;06;26;Gold;South;TX;2,22;Jun-2024;;
TXN_859700_20230814;TXN_859700;CUST_0211;In-store;Cash;Food;Rice Bag;8;11,77;10,21;0,000;94,16;12,48;0,13;67;1,4;OK;94,16;No Discount;94,16;14/8/23;OK;94,16;12,48;2023;08;33;Standard;South;FL;1,97;Aug-2023;;
TXN_843575_20230816;TXN_843575;CUST_0241;In-store;Cash;Food;Pasta Pack;12;10,58;5,36;0,047;120,99;56,67;0,47;23;8,0;OK;126,96;Discounted;120,99;16/8/23;OK;126,96;62,64;2023;08;33;Standard;Midwest;OH;2,08;Aug-2023;;
TXN_797841_20230707;TXN_797841;CUST_0187;In-store;Credit Card;Food;Rice Bag;13;11,77;7,34;0,040;146,89;51,47;0,35;38;2,4;OK;153,01;Discounted;146,89;7/7/23;OK;153,01;57,59;2023;07;27;Gold;Midwest;IN;2,17;Jul-2023;;
TXN_168702_20230917;TXN_168702;CUST_0606;In-store;Cash;Food;Pasta Pack;13;10,58;5,31;0,027;133,83;64,80;0,48;42;9,2;OK;137,54;Discounted;133,83;17/9/23;OK;137,54;68,51;2023;09;38;Standard;Eastern Canada;QC;2,13;Sep-2023;;
